noteId	raterParticipantId	createdAtMillis	version	agree	disagree	helpful	notHelpful	helpfulnessLevel	helpfulOther	helpfulInformative	helpfulClear	helpfulEmpathetic	helpfulGoodSources	helpfulUniqueContext	helpfulAddressesClaim	helpfulImportantContext	helpfulUnbiasedLanguage	notHelpfulOther	notHelpfulIncorrect	notHelpfulSourcesMissingOrUnreliable	notHelpfulOpinionSpeculationOrBias	notHelpfulMissingKeyPoints	notHelpfulOutdated	notHelpfulHardToUnderstand	notHelpfulArgumentativeOrBiased	notHelpfulOffTopic	notHelpfulSpamHarassmentOrAbuse	notHelpfulIrrelevantSources	notHelpfulOpinionSpeculation	notHelpfulNoteNotNeeded	ratedOnTweetId
1354887689762336770	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1611865537813	1	1	0	1	0		0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1389324443583873024	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1620141055921	1	1	0	1	0		0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1389431429130428416	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1620141141170	1	1	0	1	0		0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1389612428590080003	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1620230003577	1	1	0	1	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1404310556467679234	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1623675462353	1	1	0	1	0		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1411877002810908673	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1625461931628	2	0	0	0	0	NOT_HELPFUL	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-1
1411909354757017602	CAD4B9B73F527315F115B8210D90E28199627DBEC916E7298B30EBA4A068314F	1625461886902	2	0	0	0	0	NOT_HELPFUL	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1
1354978598457892869	EF3F7AEB791ECA7FDC57D3F1E00B8C44BF2A1379EE14C35168D2832C342425AC	1611887289990	1	1	0	1	0		0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
1354980393670344708	EF3F7AEB791ECA7FDC57D3F1E00B8C44BF2A1379EE14C35168D2832C342425AC	1611888638075	1	0	1	0	1		0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	-1
1354981426735755264	EF3F7AEB791ECA7FDC57D3F1E00B8C44BF2A1379EE14C35168D2832C342425AC	1611888284744	1	1	0	1	0		0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
